OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,SHAPE_Length
107009,2320,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,3,N,,GOOD,2004,,N,HRM,UN,ACTIVE, ,,2012/11/02 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{81646DB9-32E5-4CD6-95FC-917955D28FBD},197.507755242497,0.00143081099658345
107010,2336,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,1.8,N,,MARGINAL,2004,,N,HRM,UN,ACTIVE,lacks surf mat -flood plane-undefined,,2012/11/02 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{CAA84912-DBEE-43D9-8691-BC3DCCDCBF28},88.3293052144736,0.000616807345246337
107011,2364,SHUBIE CANAL GREENWAY,AT_GW,ASPH, ,3.8,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,wood rail 1 side,,,,,,,,,,,,,,,N,,,,,,TPW_TRAILS,,,,{5A97CB30-FC95-4723-9FF2-FA3BA9FEB14A},193.494682498811,0.00145937198402592
107012,2365,SHUBIE CANAL GREENWAY,AT_GW,CONC,Y,3,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,bridge-see bridge layer,,,,,,,,,,,,,,,N,,,,,,TPW_TRAILS,,,,{5C4252DB-9E1B-480A-8147-C9AD466CAB41},77.3234212424739,0.000608429907114975
107013,2367,SHUBIE CANAL GREENWAY,AT_GW,ASPH, ,2.7,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,N,,,,,,TPW_TRAILS,,,,{0F4C182C-EB79-46F5-9CDA-A35995A532D7},26.0036219262269,0.000224350886864269
107014,2395,FLAT LAKE PARK TRAIL,SECONDARY,CRDS,N,1.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,grass closing in on trail,,,,,RRRDTR,,Y,N,N,N,N,ALL,,,N,N,N,,,,TPW_TRAILS,,,,{1355CFAC-C751-4E07-8F9C-C30EFC2111B8},421.494050677968,0.00337216210977944
107015,2446,DEWOLFE PARK AT GREENWAY,AT_GW,CONC, ,1.7,Y,,GOOD,2003,,Y,HRM,MANA,ACTIVE,pavers-chain rail-post to post,,,,,,,,,,,,,,,N,N,,,,,TPW_TRAILS,,,,{F0656E62-5EB0-4C0E-9CE1-B90402FEE7FA},239.069515580524,0.00178531980012487
107016,3230,HEMLOCK RAVINE TRAIL, ,CRDS,N,3.4,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,N,TRAILS NS,,,TPW_TRAILS,,,,{D33EA36E-77DD-4CAC-B0B4-BE7A2D048115},60.9109330273475,0.000471778151770331
107017,3229,SHUBIE CANAL GREENWAY,AT_GW,CRDS,N,2.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,Y,N,Y,HRM GPS,,,TPW_TRAILS,,,,{B017AB5E-74BF-4553-952D-A08218193147},115.126866232112,0.000878288353761411
107018,1030,FROG POND TRAIL, ,CRDS,N,1.6,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,HRT,Y,Y,N,N,N,ALL,,,N,N,Y,,,,TPW_TRAILS,,,,{D462A3C5-7897-4167-8951-FFB7C27E7840},42.0236029763003,0.000310702819511447
107019,1313,BISSETT LAKE GREENWAY,AT_GW,CRDS,N,3,N,,GOOD,2010,,N,HRM,HRM,ACTIVE,HW have infrastructure under trail,,2015/06/16 00:00:00+00,,,RRRDTR,,,,,,,,,,Y,,,,,,TPW_TRAILS,A,2013/07/23 00:00:00+00,,{3F956CD2-1935-4651-B677-A24AE4CC0866},621.338757073021,0.00444435310181938
107020,1337,BISSETT LAKE GREENWAY,AT_GW,ASPH,N,1.7,Y,,GOOD,0,,N,HRM,HRM,OTHER,trail leads to undeveloped area,,,,,,,,,,,,,,,T,,,,,,TPW_TRAILS,,,,{1CD015D8-B26A-450E-8782-77927CCC4471},54.8117876115868,0.000352337194973135
107021,2912,MASTODON GREENWAY,AT_GW,GRAV,,3,,,FAIR,2005,,,HRM,PART,ACTIVE,Yearly upgrades,,2015/06/16 00:00:00+00,TRAILS GROUP,,RRRDTR,HRT,Y, , , , , ,1900/01/01 00:00:00+00,1900/01/01 00:00:00+00,T,N, , ,,Carrolls Corner Community Centre,TRAILS_APR11,A,,N,{061DA02F-1F41-46FE-9193-C667C2B37FB2},3848.02335890774,0.0307006145708609
107022,5037,BISSETT LAKE GREENWAY,AT_GW,,Y,3,,,GOOD,2012,,N,HRM,HRM,ACTIVE,WOOD DECK ON STEEL BRIDGE,2013/04/16 00:00:00+00,,,,,,,,,,,,,,T,,,,,,,,,,{6ABF2BF4-100E-4E62-8E83-7DF09181A7AE},37.0402792407127,0.000329221164606952
107023,5038,BISSETT LAKE GREENWAY,AT_GW,,Y,3,,,GOOD,2012,,N,HRM,HRM,ACTIVE,BOARDWALK,2013/04/16 00:00:00+00,,,,,,,,,,,,,,T,,,,,,,,,,{AB5ADE9A-EDC7-47B8-B9A3-8510CAE97113},33.6900233904415,0.000302196594127584
107024,623,BISSETT LAKE GREENWAY,AT_GW,ASPH,N,3.5,Y,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,Y,,,,,,,,,N,{9DD4CEBD-43F7-4029-9F71-70246A2D783E},133.168587906085,0.00106956165360842
107025,1313,BISSETT LAKE GREENWAY,AT_GW,CRDS,N,3,N,,MARGINAL,0,,N,HW,SHAR,ACTIVE,,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,A,2013/07/23 00:00:00+00,,{EF142D8F-41BE-4820-84DF-AE6AF41460E7},81.4737327229324,0.00071181903457426
107026,5039,BISSETT LAKE GREENWAY,AT_GW,GRAV,Y,3,N,,GOOD,2012,,N,HRM,HRM,ACTIVE,,2013/04/16 00:00:00+00,,,,RRRDTR,,,,,,,,,,T,,,,,,,,,,{AB9490B3-65E9-4255-825D-146CAB1DEF85},62.1141608045401,0.000548118139594966
107027,804,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{31827F0C-0E88-4A50-A2A5-BD9212B92D6F},198.806916883935,0.00152215739303641
107028,805,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{6D4B0543-E4CA-41EE-A38C-13B69E367725},407.717677956355,0.00306143509231139
107029,806,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{6E391794-7D24-45D7-B671-49DFD5777252},96.2857390363195,0.0008167293017786
107030,807,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{F4B57C1E-0EFA-4C9A-A970-DC1FAA2A4D25},215.587255853668,0.00188001618249354
107031,808,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{92881A5D-2C5F-4748-B308-B8D1DD6E57CE},118.221566941471,0.000980504887918216
107032,809,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{A27D775D-4173-4B5D-A2BF-D8B46B43F4EA},272.629231173691,0.00195240892090234
107033,810,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{D17FC36D-78B6-4D45-B3F7-B14798FE07CA},1610.57757025985,0.0124762634729341
107034,811,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{0BF0B6D7-1B6D-4293-BD53-036979B6379C},361.388509561998,0.0029407904934318
107035,812,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{7647E830-6B7D-4049-AE86-2D02D6C3F265},284.62227960338,0.00235846438821987
107036,1414,GLEN SLAUENWHITE TRAIL,AT_GW,GRAV,N,1,N,,POOR,0,,N,HRM,HRM,ACTIVE,exposed roots,,2014/02/21 00:00:00+00,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E04B7DEC-0100-438F-A91C-AA5E5A5C4564},312.595267782908,0.00277774623490455
107037,5056,BEECHVILLE LAKESIDE TIMBERLEA TRAIL GREENWAY,AT_GW,GRAV,,3.5,N,,GOOD,2001,,N,PROV,SHAR,GOOD,HRM provides funding to Community Group,2015/07/09 00:00:00+00,,,,RRRDTR,HRT,Y,Y,N,N,N,ALL,2007/01/09 00:00:00+00,2007/01/09 00:00:00+00,Y,Y,Y,TRAILS NS,,BLT Trails Association,TRAILS_APR11,,,N,{D26243FD-D587-4AE3-AB02-807A653B3459},2114.69681810836,0.0180424443090481
107038,1310,BISSETT LAKE GREENWAY,AT_GW,CRDS,N,2.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE,part of access rd,,2015/06/16 00:00:00+00,,,RRRDTR,,,,,,,,,,F,N,,,,,TPW_TRAILS,A,2013/07/23 00:00:00+00,N,{7DB12C7E-A267-4FCA-8F7F-5C5EF3E7F777},304.342976927185,0.00228537622926052
107039,737,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{994C065A-3571-46B3-A86E-A80A01D1FADC},104.723381987006,0.000932028136200052
107040,1298,BELCHER'S MARSH PARK TRAIL,ACCESS PT,CRDS,N,2,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,turf between fence and asphalt,,2016/02/01 00:00:00+00,,,RRRDTR,HRT,Y,Y,N,N,N,ALL,,,N,,Y,HRT,,,TPW_TRAILS,,,,{A69046B5-3274-421C-8D0D-0719F1AB2F00},41.5431020751231,0.000341730262538919
107041,738,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{4B5BAC93-6334-49FB-94F2-B1F4BD3E5B7B},67.7505851749444,0.000482187615049723
107042,2046,SHUBIE CANAL GREENWAY,AT_GW,CRDS, ,2.2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,N,,,,,,TPW_TRAILS,,,,{794264CB-FA2C-4EAB-B8CF-D922EBAD60C4},61.6049984040616,0.000449183049272599
107043,2038,SHUBIE CANAL GREENWAY,AT_GW,CRDS, ,1.5,N,,GOOD,2009,,N,HRM,HRM,ACTIVE,width varies up to 2 m,,,,,,,,,,,,,,,Y,,,,,,TPW_TRAILS,,,,{02AE9CF6-8B06-4348-8D95-95AAA3BD3C1F},155.279439772156,0.00100770202260858
107044,2044,SHUBIE CANAL GREENWAY,AT_GW - S,GRAV,N,2.2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRM GPS,,HRM,TPW_TRAILS,,,,{812C1FB2-941C-44B6-B5E8-5C74D5664160},42.8998123110642,0.000380607653154341
107045,2045,SHUBIE CANAL GREENWAY,AT_GW - S,CONC, ,1.2,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,rail-1m -weeds along edge,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRM GPS,,HRM,TPW_TRAILS,,,,{91ECA44D-CA5E-4706-BE08-A89A6409DF6D},56.1115862125008,0.000452246006303594
107046,2047,SHUBIE CANAL GREENWAY,AT_GW - S,GRAV, ,1.8,N,,GOOD,0,,N,HRM,NA,INFORMAL CROSSING, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRM GPS,,HRM,TPW_TRAILS,,,,{D2CD03F5-656E-4EE5-8EF8-A59F25237134},146.08385315365,0.0012224136952839
107047,2048,SHUBIE CANAL GREENWAY,AT_GW - S,GRAV, ,0.5,N,,POOR,0,,N,HRM,HRM,INFORMAL CROSSING,sides overgrown-undefined width,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRM GPS,,HRM,TPW_TRAILS,,,,{C9276232-5289-4548-968F-9324F50FC6F8},46.6246908520952,0.000406382589513969
107048,2049,SHUBIE CANAL GREENWAY,AT_GW - S,CRDS, ,3,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,,,,TPW_TRAILS,,,,{47CE0936-DF55-408D-B57A-A88D1967E31A},339.66827779624,0.00258752509938081
107049,2050,SHUBIE CANAL GREENWAY,AT_GW - T,GRAV, ,3.3,Y,,POOR,0,,N,HRM,HRM,ACTIVE,access to manhole-overgrown-gated-unlock,,,,,,,,,,,,,,,N,,,,,,TPW_TRAILS,,,,{8C4928E5-82CE-4640-8DCE-B662D1FE7AE2},87.1252151465206,0.000734100495359041
107050,3247,SHUBIE CANAL GREENWAY,AT_GW - S,ASPH,N,4,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRM GPS,,HRM,TPW_TRAILS,,,,{495688F9-48FA-431D-8CB3-9CF61F2413C2},11.6270928779535,7.73982014544234e-05
107051,3190,SHUBIE CANAL GREENWAY,AT_GW,CRDS,N,3.3,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRM GPS,,HRM,TPW_TRAILS,,,,{863B9F24-0A8C-4CC1-8D91-1E0FDDA3BD11},97.3319325874371,0.000736220755958031
107052,2061,SHUBIE CANAL GREENWAY,AT_GW - S,CRDS,N,2.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRM GPS,,HRM,TPW_TRAILS,,,,{21EDCFDF-CFF7-4225-B48E-A06D70AAC3C0},21.6435036230486,0.000179305191097949
107053,679,HOBSONS LAKE TRAIL,,NATU,N,,N,,,,,N,UN,HRM,,,2015/06/05 00:00:00+00,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,{4CDA78BB-067F-4B33-9676-10CD8C096384},96.8464452106955,0.000730601215522281
107054,680,FOX LAKE TRAIL,,NATU,N,,N,,,,,N,UN,,,,2015/06/05 00:00:00+00,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,{5070D5FD-7204-484F-BAA8-B4C705DC55A1},340.457050203454,0.00237175440823323
107055,681,FOX LAKE TRAIL,,NATU,N,,N,,,,,N,UN,,,,2015/06/05 00:00:00+00,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,{00E6A0B3-07D8-417B-A281-73DE0589A077},96.0774152996748,0.000719966236186048
107056,682,MASKWA CLUB TRAIL,,NATU,N,,N,,,,,N,UN,HRM,,,2015/06/05 00:00:00+00,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,{4C4E5F38-BABA-424B-BBEA-FD62704EDD17},738.341507312072,0.00585032505272196
107057,683,HOBSONS LAKE TRAIL,,NATU,N,,N,,,,,N,UN,HRM,,,2015/06/05 00:00:00+00,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,{120D6054-1AC3-4EB7-8ADC-085114259711},5700.87115947894,0.0423107167821142
107058,684,LONG LAKE WILDERNESS TRAIL,,NAT,N,,N,,Unknown,,,N,PROV,PROV,ACTIVE,,,,,,,,,Y,N,N,N,,2015/07/27 08:58:29+00,,,,,,,DNR,,,,,{BC13F584-7279-44F3-892C-CC8E3ADBEE35},361.41313855903,0.00236604739628447
107059,3749,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,N,,N,,GOOD,2012,,N,HRM,HRM,ACTIVE,,2013/10/02 00:00:00+00,,,,RRRDTR,,,,,,,,,,,,,,,,,,,,{7B46EC8A-0DE2-4A70-87FD-C2281635BE91},332.843234225251,0.00240397422556114
107060,685,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,N,,N,,GOOD,2013,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{7AAC86A9-7EC3-456B-87B7-A8676852F6CD},207.378587608376,0.00146519077274063
107061,686,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,N,,N,,GOOD,2013,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{D0D11607-7967-482F-AA6A-7F85954C9A54},113.458770816562,0.000818716434477582
107062,3749,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,N,,N,,GOOD,2012,,N,HRM,HRM,ACTIVE,,2013/10/02 00:00:00+00,,,,RRRDTR,,,,,,,,,,,,,,,,,,,,{2FD0B8FD-FD8E-4B9D-BAC2-2CF7038B40F8},56.3455547148132,0.000501801847629297
107063,5089,CHAIN OF LAKES GREENWAY,AT_GW,ASPH,,3,,,,2010,,,HRM,HRM,, ,,2015/07/09 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y, , , ,2010/01/15 00:00:00+00,2015/07/27 10:19:10+00,Y,Y, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,,,Y,{0C214FE2-65CF-4DAB-9224-4CB43D61241C},131.436621579664,0.000866189580307309
107064,5086,CHAIN OF LAKES GREENWAY,AT_GW,ASPH,,3,,,,2010,,,HRM,HRM,,This should be ghosted in new layer,,2015/07/09 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y, , , ,2010/01/15 00:00:00+00,2015/07/27 10:19:10+00,Y,Y, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,,,,{91D7056F-F589-4135-A464-B534E38321FA},52.8033657322938,0.000345476490871376
107065,5087,CHAIN OF LAKES GREENWAY,AT_GW,ASPH,,3,,,,2010,,,HRM,HRM,, ,,2015/07/09 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y, , , ,2010/01/15 00:00:00+00,2015/07/27 10:19:10+00,Y,Y, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,A,,Y,{667767F9-D680-405B-88C2-1D3FF4FE6D32},189.112785060741,0.00121843759333197
107066,5088,CHAIN OF LAKES GREENWAY,AT_GW,ASPH,,3,,,,2010,,,HRM,HRM,,This should be ghosted in new layer,,2015/07/09 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y, , , ,2010/01/15 00:00:00+00,2015/07/27 10:19:10+00,Y,Y, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,,,,{FB24DB8E-5548-4E66-84E1-A84CFB2E31C1},65.3885280289997,0.000425075835662981
107067,976,UNKNOWN NAME, ,ASPH,N,1.6,N,,GOOD,0,,N, ,UN,ACTIVE,possibly maintained by school,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{50E58D32-36A5-436D-AFC1-07DAFCA1D8F7},16.0521673979708,0.000120017527841889
107068,951,UNKNOWN NAME,SECONDARY,ASPH, ,1.5,N,,MARGINAL,0,,N,HRM,HRM,DECOMISSIONED,heaves/cracks- dead ends at greenbelt,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1C2CB341-DDD0-4113-ACDA-E846F46B1986},40.0355672320216,0.000346588540049346
107069,3506,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CONC,,3,N,,GOOD,2004,,N,HRM,HRM,ACTIVE,Portion of Sidewalk System,,2016/01/12 00:00:00+00,PICTOMETRY,G,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/11 00:00:00+00,2007/01/11 00:00:00+00,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TRAILS_APR11,,,Y,{13184A57-A07B-4979-9291-4D1FEF5A7A80},197.134399050821,0.00148049023847183
107070,3750,SALT MARSH AT GREENWAY,AT_GW,GRAV,,3.5,,,,,,N,PROV,PROV,,Parking Lot Area Middle of Trail,,2013/09/17 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N, ALL,2007/01/10 00:00:00+00,2007/01/10 00:00:00+00,Y,N,Y,HRTAT,,DNR,TRAILS_APR11,,,,{15E46FFF-3883-40E7-A99F-05951B548F4A},7039.44368252955,0.0587120012852749
107071,2908,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{F36C71C5-F567-4301-BE33-CE8B426A7F02},919.195350911582,0.00654876957186393
107072,1854,UNKNOWN NAME,SECONDARY,CRDS,N,1,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,trail dead ends at roadblock,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{7E732E9B-66C6-4FD3-86E4-900A6787DEC3},17.6215354324508,0.000149929290359453
107073,2168,UNKNOWN NAME, ,ASPH, ,1.4,N,,GOOD,0,,N,HRM,UN,ACTIVE,to peagravel type sandbox,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{AC03E9CB-C34C-41E9-8F32-50ED1EF1EA46},28.8898440924436,0.000222740928631029
107074,2109,UNKNOWN NAME,TERIARY,GRAV, ,2.3,N,,MARGINAL,0,,N, ,NA,INFORMAL CROSSING,possible former access rd-width varies,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1C78252A-88C6-4CA1-A462-DD655F35F077},133.947296878263,0.000869814725047608
107075,2938,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{E0A54F9D-733B-4CB7-B208-A4101FA4AD00},65.1586809970447,0.000508237672568968
107076,3741,BARRINGTON STREET AT GREENWAY,AT_GW,ASPH,Y,3,N,,GOOD,2012,,N,HRM,HRM,ACTIVE,North Street - Cornwallis St,2012/09/12 00:00:00+00,2016/01/11 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,,,,Y,N,Y,Regional Trail,,"Partnership Heritage Gas, HRM, TCT",,,,,{1B56C0A5-7653-4D70-B0E5-6689AE2639AD},1117.95919550021,0.00878380260243859
107077,2309,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CONC, ,3,N,,GOOD,2004,,Y,HRM,HRM,ACTIVE,trail under bridge,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{42A2AFEF-2567-4774-A40B-3F7117977CC1},36.6354038828643,0.000244038628959408
107078,1935,UNKNOWN NAME, ,CRDS, ,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE,some weed overgrowth,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{BF899F74-52B2-497D-8B1E-84CFF170C341},189.099170562358,0.00149106259454609
107079,1507,UNKNOWN NAME, ,CRDS,N,1,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,"overgrown, poorly defined",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{FBCFF867-B28B-494B-92FB-5A331EDBA045},53.9069724828386,0.000373118028524671
107080,1874,UNKNOWN NAME,PRIMARY,GRAV, ,2.9,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,lack/surf mat. raised rocks-washouts,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DB41BE39-6128-49B4-B3DE-FFFFBD2AE8E5},602.150738980398,0.00487890747942556
107081,719,MCDONALD SPORTS PARK,,GRAV,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,{BBE555AB-6BDA-4453-80AD-CB034B25579F},778.009573043167,0.00626174671922148
107082,720,MCDONALD SPORTS PARK,,GRAV,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,{2263A4FB-CEFB-49BC-BE74-D2E276CFD45C},434.113306065015,0.00363106161385848
107083,721,MCDONALD SPORTS PARK,,GRAV,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,{46FA596D-CDFA-48ED-9D7F-962CD4E8A7C0},288.126869253944,0.00206796902305667
107084,722,MCDONALD SPORTS PARK,,GRAV,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,{B77867A5-4408-4D2C-B1C5-837A80527272},1439.52740679624,0.00962864370175191
107085,723,MCDONALD SPORTS PARK,,GRAV,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,{3CA8455E-89B1-444A-8444-45BED0D70CB8},571.269370041459,0.00431868785009121
107086,724,MCDONALD SPORTS PARK,,GRAV,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,{01C01B4D-E9D8-42EC-8E52-8502C7706EC5},38.2853541932789,0.00026039124035432
107087,725,MCDONALD SPORTS PARK,,GRAV,N,,N,,GOOD,,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,{5C7C9AB7-3F9F-48BD-B684-8441F2D92680},914.794880205628,0.00684052864638585
107088,1417,GLEN SLAUENWHITE CONNECTOR TRAIL,SECONDARY,CRDS,N,3,N,,GOOD,2012,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{B8FF9676-4575-4E2C-B526-6648D10030B4},192.536027272166,0.00156123841466233
